sparql,owl
"SELECT ?a WHERE { ?a a <http://dbpedia.org/ontology/MusicalArtist> . <http://dbpedia.org/resource/Wasabi_%28film%29> <http://dbpedia.org/ontology/musicComposer> ?a } ","ObjectProperty: http://dbpedia.org/ontology/musicComposerInverse 
   inverseOf http://dbpedia.org/ontology/musicComposer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT (http://dbpedia.org/ontology/musicComposerInverse SOME http://dbpedia.org/resource/Wasabi_%28film%29))"
"SELECT ?blackboard WHERE { ?s <http://dbpedia.org/property/men> ?blackboard } ","ObjectProperty: http://dbpedia.org/property/menInverse 
   inverseOf http://dbpedia.org/property/men
(Thing THAT (http://dbpedia.org/property/menInverse SOME Thing))"
"SELECT * WHERE { ?airport a <http://dbpedia.org/ontology/Airport> ; <http://dbpedia.org/ontology/iataLocationIdentifier> "IAD"@en } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Airport )) AND (Thing THAT ( http://dbpedia.org/ontology/iataLocationIdentifier SOME "IAD"@en ))"
"SELECT ?name ?birth ?death ?person WHERE { ?city a <http://dbpedia.org/ontology/City> ; <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:German_state_capitals> ; <http://www.w3.org/2000/01/rdf-schema#label> ?name } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:German_state_capitals )))))"
"SELECT ?def WHERE { { ?disease <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Diseases_and_disorders> ; <http://dbpedia.org/property/meshname> "Asthma"@en ; <http://www.w3.org/2000/01/rdf-schema#comment> ?def } } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#commentInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#comment
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#commentInverse SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Diseases_and_disorders )) AND (Thing THAT ( http://dbpedia.org/property/meshname SOME "Asthma"@en )))))"
"SELECT ?object WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; ?prop ?object } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing  THAT (topPropertyInverse SOME Thing))"
"SELECT * WHERE { ?x a <http://dbpedia.org/ontology/Actor> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Actor ))"
"SELECT * WHERE { ?s a <http://dbpedia.org/ontology/Country> ; ?p ?o } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )) AND (Thing THAT (topProperty SOME Thing))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/California )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "OSCE"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "OSCE"@en ))"
"SELECT ?c ?label WHERE { ?c a <http://www.w3.org/2002/07/owl#Class> ; <http://www.w3.org/2000/01/rdf-schema#label> ?label } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://www.w3.org/2002/07/owl#Class )) AND (Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Kogalym> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Kogalym))"
"SELECT ?state ?lat ?long WHERE { ?state <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Official_historical_monuments_of_France> ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long ; <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Official_historical_monuments_of_France )) AND (Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )) AND (Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#lat SOME Thing ))"
"SELECT ?city WHERE { ?city a <http://dbpedia.org/ontology/City> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City ))"
"SELECT * WHERE { ?s1 <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Zoology> . ?s3 <http://www.w3.org/2004/02/skos/core#broader> ?s1 . ?s4 <http://www.w3.org/2004/02/skos/core#broader> ?s3 } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#broaderInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#broader
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Zoology )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#broaderInverse SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Raduzhny%2C_Vladimir_Oblast> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Raduzhny%2C_Vladimir_Oblast))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Ulan-Ude> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Ulan-Ude))"
"SELECT * WHERE { ?alias <http://dbpedia.org/property/redirect> ?city ; <http://www.w3.org/2000/01/rdf-schema#label> "Frankfurt"@en } ","(Thing THAT ( http://dbpedia.org/property/redirect SOME Thing )) AND (Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Frankfurt"@en ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Ascrib_Islands> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Ascrib_Islands))"
"SELECT * WHERE { <http://dbpedia.org/resource/Chile> a ?o } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Chile))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/Band> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band ))"
"SELECT ?b WHERE { ?b a <http://dbpedia.org/ontology/Artist> . <http://dbpedia.org/resource/Wasabi_%28film%29> <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jean_Reno> ; <http://dbpedia.org/ontology/starring> ?b } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME ((http://dbpedia.org/resource/Wasabi_%28film%29 THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/Jean_Reno )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003> ?a ?value . ?value <http://dbpedia.org/property/amsSeats> ?x } ","((topProperty SOME ((Thing THAT ( http://dbpedia.org/property/amsSeats SOME Thing )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003> <http://dbpedia.org/property/party> ?party ; <http://dbpedia.org/property/seats> ?seat } ","ObjectProperty: http://dbpedia.org/property/partyInverse 
   inverseOf http://dbpedia.org/property/party
(Thing THAT (http://dbpedia.org/property/partyInverse SOME ((http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003 THAT ( http://dbpedia.org/property/seats SOME Thing )))))"
"SELECT ?location WHERE { ?location <http://dbpedia.org/property/namedFor> ?person . ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en } ","(Thing THAT (http://dbpedia.org/property/namedFor SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?ville ?population WHERE { ?ville ?p ?o ; <http://dbpedia.org/property/population> ?population } ","(Thing THAT (topProperty SOME Thing)) AND (Thing THAT ( http://dbpedia.org/property/population SOME topPropertyopulation ))"
"SELECT ?film WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Bucharest> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Bucharest ))"
"SELECT * WHERE { ?motorway a <http://dbpedia.org/ontology/Road> ; <http://dbpedia.org/ontology/length> ?length } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Road )) AND (Thing THAT ( http://dbpedia.org/ontology/length SOME Thing ))"
"SELECT * WHERE { ?motorway a <http://dbpedia.org/ontology/Road> ; <http://dbpedia.org/ontology/length> ?date } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Road )) AND (Thing THAT ( http://dbpedia.org/ontology/length SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Eilean_Ighe> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Eilean_Ighe))"
"SELECT * WHERE { ?data a <http://dbpedia.org/ontology/FormulaOneRacer> ; <http://dbpedia.org/property/wins> 10 } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/FormulaOneRacer )) AND (Thing THAT ( http://dbpedia.org/property/wins SOME "10"^^http://www.w3.org/2001/XMLSchema#integer ))"
"SELECT ?subject WHERE { ?subject a <http://dbpedia.org/ontology/Building> ; <http://dbpedia.org/property/location> <http://dbpedia.org/resource/Greece> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Building )) AND (Thing THAT ( http://dbpedia.org/property/location SOME http://dbpedia.org/resource/Greece ))"
"SELECT ?fildm WHERE { ?fildm <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:French_films> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:French_films ))"
"SELECT ?b ?c WHERE { ?b ?c "seoul"@en } ","(Thing THAT ( topProperty SOME "seoul"@en ))"
"SELECT ?sl ?ml ?img WHERE { ?s <http://xmlns.com/foaf/0.1/depiction> ?img ; <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings> ; <http://www.w3.org/2000/01/rdf-schema#label> ?sl ; <http://dbpedia.org/property/museum> ?m . ?m <http://www.w3.org/2000/01/rdf-schema#label> ?ml } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/depiction SOME Thing )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings )) AND (Thing THAT (http://dbpedia.org/property/museum SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing ))))))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Pabaigh_M%C3%B2r> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Pabaigh_M%C3%B2r))"
"SELECT * WHERE { ?president <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Presidents_of_the_United_States> ; <http://dbpedia.org/ontology/activeYearsStartDate> ?startDate ; <http://dbpedia.org/ontology/activeYearsEndDate> ?endDate } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Presidents_of_the_United_States )) AND (Thing THAT ( http://dbpedia.org/ontology/activeYearsStartDate SOME Thing )) AND (Thing THAT ( http://dbpedia.org/ontology/activeYearsEndDate SOME Thing ))"
"SELECT ?prop WHERE { ?subject <http://dbpedia.org/property/starring> <http://dbpedia.org/resource/Tom_Cruise> ; ?prop _:b0 } ","((topProperty SOME ?Thing))"
"SELECT ?s ?o WHERE { ?s <http://dbpedia.org/property/pubchem> ?o } ","(Thing THAT ( http://dbpedia.org/property/pubchem SOME Thing ))"
"SELECT ?capital WHERE { ?country <http://www.w3.org/2000/01/rdf-schema#label> "United Kingdom"@en ; <http://dbpedia.org/property/capital> ?capital } ","ObjectProperty: http://dbpedia.org/property/capitalInverse 
   inverseOf http://dbpedia.org/property/capital
(Thing THAT (http://dbpedia.org/property/capitalInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "United Kingdom"@en )))))"
"SELECT ?name WHERE { ?person a <http://xmlns.com/foaf/0.1/Person> ; <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://xmlns.com/foaf/0.1/Person )))))"
"SELECT ?sl ?img WHERE { ?s <http://xmlns.com/foaf/0.1/depiction> ?img ; <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings> ; <http://www.w3.org/2000/01/rdf-schema#label> ?sl } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/depiction SOME Thing )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings )))))"
"SELECT ?d WHERE { <http://dbpedia.org/resource/Uranus> <http://dbpedia.org/ontology/orbitalPeriod> ?d } ","ObjectProperty: http://dbpedia.org/ontology/orbitalPeriodInverse 
   inverseOf http://dbpedia.org/ontology/orbitalPeriod
(Thing THAT (http://dbpedia.org/ontology/orbitalPeriodInverse SOME http://dbpedia.org/resource/Uranus))"
"SELECT ?ville ?population ?personne WHERE { ?ville <http://dbpedia.org/property/population> ?population . ?personne <http://dbpedia.org/property/birthplace> ?ville } ","ObjectProperty: http://dbpedia.org/property/birthplaceInverse 
   inverseOf http://dbpedia.org/property/birthplace
(Thing THAT ( http://dbpedia.org/property/population SOME Thing )) AND (Thing THAT (http://dbpedia.org/property/birthplaceInverse SOME Thing))"
"SELECT ?name WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME Thing))"
"SELECT ?loc WHERE { ?loc <http://dbpedia.org/property/commonName> "Egypt"@en } ","(Thing THAT ( http://dbpedia.org/property/commonName SOME "Egypt"@en ))"
"SELECT ?Who WHERE { ?Who <http://www.w3.org/2000/01/rdf-schema#label> "Fred Durst"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Fred Durst"@en ))"
"SELECT * WHERE { ?Person <http://dbpedia.org/property/resides> <http://dbpedia.org/resource/Greenwich%2C_Connecticut> ; <http://dbpedia.org/property/weight> ?weight } ","(Thing THAT ( http://dbpedia.org/property/resides SOME http://dbpedia.org/resource/Greenwich%2C_Connecticut )) AND (Thing THAT ( http://dbpedia.org/property/weight SOME Thing ))"
"SELECT ?cat ?cat1 ?sub WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Buildings_and_structures_in_France> ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Visitor_attractions_in_France> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Buildings_and_structures_in_France )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Visitor_attractions_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME Thing))"
"SELECT ?film WHERE { ?film a <http://dbpedia.org/ontology/HistoricPlace> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/HistoricPlace ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Usolye-Sibirskoye> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Usolye-Sibirskoye))"
"SELECT ?a ?c WHERE { ?a a <http://dbpedia.org/ontology/Band> . ?c a <http://dbpedia.org/ontology/Film> . <http://dbpedia.org/resource/Robin_Gibb> <http://dbpedia.org/ontology/associatedBand> ?a . ?c <http://dbpedia.org/ontology/musicComposer> ?a } ","ObjectProperty: http://dbpedia.org/ontology/associatedBandInverse 
   inverseOf http://dbpedia.org/ontology/associatedBand
ObjectProperty: http://dbpedia.org/ontology/musicComposerInverse 
   inverseOf http://dbpedia.org/ontology/musicComposer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band )) AND (Thing THAT (http://dbpedia.org/ontology/associatedBandInverse SOME http://dbpedia.org/resource/Robin_Gibb)) AND (Thing THAT (http://dbpedia.org/ontology/musicComposerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003> ?p ?value . ?value <http://dbpedia.org/property/percentage> ?y } ","((topProperty SOME ((Thing THAT ( http://dbpedia.org/property/percentage SOME Thing )))))"
"SELECT ?author WHERE { ?book <http://dbpedia.org/property/author> ?author } ","ObjectProperty: http://dbpedia.org/property/authorInverse 
   inverseOf http://dbpedia.org/property/author
(Thing THAT (http://dbpedia.org/property/authorInverse SOME Thing))"
"SELECT ?people ?type WHERE { { ?people <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Bucharest> ; a ?type } } ","(Thing THAT ( http://dbpedia.org/ontology/birthPlace SOME http://dbpedia.org/resource/Bucharest )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?who ?birthday WHERE { ?who <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:German_composers> ; <http://dbpedia.org/property/birth> ?bidthday } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:German_composers )) AND (Thing THAT ( http://dbpedia.org/property/birth SOME Thing ))"
"SELECT ?x ?z WHERE { ?x ?z <http://dbpedia.org/ontology/Place> } ","(Thing THAT (topProperty SOME http://dbpedia.org/ontology/Place))"
"SELECT ?country WHERE { ?country a <http://dbpedia.org/ontology/Town> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Town ))"
"SELECT * WHERE { ?book <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Computer_science_books> ; <http://xmlns.com/foaf/0.1/name> ?title } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Computer_science_books )) AND (Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing ))"
"SELECT ?actor ?name WHERE { ?actor <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Spanish_actors> ; <http://www.w3.org/2000/01/rdf-schema#label> ?name } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Spanish_actors )) AND (Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing ))"
"SELECT * WHERE { ?actor <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Spanish_actors> ; <http://xmlns.com/foaf/0.1/name> ?name } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Spanish_actors )) AND (Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Millerovo> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Millerovo))"
"SELECT ?picture WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://xmlns.com/foaf/0.1/depiction> ?picture } ","ObjectProperty: http://xmlns.com/foaf/0.1/depictionInverse 
   inverseOf http://xmlns.com/foaf/0.1/depiction
(Thing THAT (http://xmlns.com/foaf/0.1/depictionInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?sub WHERE { <http://dbpedia.org/resource/Porsche> <http://www.w3.org/2004/02/skos/core#subject> ?sub } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/Porsche))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Karabakh"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Karabakh"@en ))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist ))"
"SELECT * WHERE { <http://dbpedia.org/resource/Homogenization_%28chemistry%29> <http://www.w3.org/2004/02/skos/core#subject> ?subj } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/Homogenization_%28chemistry%29))"
"SELECT ?Name WHERE { ?Person <http://dbpedia.org/property/deathPlace> <http://dbpedia.org/resource/Berlin> ; <http://dbpedia.org/property/name> ?Name } ","ObjectProperty: http://dbpedia.org/property/nameInverse 
   inverseOf http://dbpedia.org/property/name
(Thing THAT (http://dbpedia.org/property/nameInverse SOME ((Thing THAT ( http://dbpedia.org/property/deathPlace SOME http://dbpedia.org/resource/Berlin )))))"
"SELECT * WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:American_films> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:American_films ))"
"SELECT ?location WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en . ?location <http://dbpedia.org/property/namedFor> ?person } ","(Thing THAT (http://dbpedia.org/property/namedFor SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Molodyozhny%2C_Moscow_Oblast> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Molodyozhny%2C_Moscow_Oblast))"
"SELECT ?category ?label WHERE { ?category <http://www.w3.org/2000/01/rdf-schema#label> ?label ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Main_topic_classifications> } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Main_topic_classifications ))"
"SELECT ?places WHERE { ?places <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Germany> . ?mon <http://dbpedia.org/ontology/location> ?places } ","ObjectProperty: http://dbpedia.org/ontology/locationInverse 
   inverseOf http://dbpedia.org/ontology/location
(Thing THAT ( http://dbpedia.org/ontology/location SOME http://dbpedia.org/resource/Germany )) AND (Thing THAT (http://dbpedia.org/ontology/locationInverse SOME Thing))"
"SELECT * WHERE { <http://dbpedia.org/resource/Portugal> ?type ?value . ?type a ?test } ","((topProperty SOME Thing)) AND (topProperty THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
